Epoch	Train_Loss	Val_Loss
1	0.115997	0.004838
2	0.009340	0.003570
3	0.006387	0.002348
4	0.004591	0.012079
5	0.003220	0.004070
6	0.002991	0.003476
7	0.001726	0.002693
8	0.001154	0.002335
9	0.000944	0.002067
10	0.000788	0.002073
11	0.000689	0.001622
12	0.000615	0.001536
13	0.000569	0.001364
14	0.000514	0.001463
15	0.000477	0.001372
16	0.000439	0.000775
17	0.000402	0.000690
18	0.000381	0.000731
19	0.000354	0.000936
20	0.000324	0.000979

Final Test Loss: 0.002018
